date,story,slogan
20200623,NOW TRENDING,3 Top Games This Week
20200623,MEET THE DEVELOPER,4 Their Time to Shine
20200623,APPLE ARCADE,5 New Apple Arcade Games
20200623,APP OF THE DAY,6 Hopscotch
20200624,WWDC20,1 Getting Through This Together
20200624,MEET THE CREATIVE,2 Choices That Matter
20200624,APPLE ARCADE,3 Party With Pac-Man
20200624,GAME OF THE DAY,4 Kingdom Two Crowns
20200624,APP OF THE DAY,5 codeSpark Academy
20200624,GET STARTED,6 Everyone Can Code
20200625,WWDC20,1 Getting Through This Together
20200625,MEET THE CREATIVE,2 He’s With the Band
20200625,APPLE ARCADE,3 The Small-Town Charm of Outlanders
20200625,GAME OF THE DAY,4 War Tortoise 2
20200625,APP OF THE DAY,5 Swift Playgrounds
20200625,LET’S PLAY,6 Games for Coders
20200626,NEW ON APPLE ARCADE,1 A Cult Classic Returns
20200626,WWDC20,2 Getting Through This Together
20200626,OUR FAVORITES,3 Apps for the Weekend
20200626,WHAT WE’RE PLAYING,4 5 New Games We Love
20200626,MEET THE DEVELOPER,5 A Book Lover With a Cause
20200626,GAME OF THE DAY,6 Brawl Quest: Alice Brigade
20200627,PRIDE,1 She Rules Her Universe
20200627,PRIDE,2 Stream These Inclusive Shows
20200627,NOW TRENDING,3 This Week’s Biggest Game Updates
20200627,WHAT TO WATCH,4 Global Goal: Unite for Our Future
20200627,APPLE ARCADE,5 This Week on Apple Arcade
20200627,GAME OF THE DAY,6 Episode
20200628,PRIDE,1 Love Wins
20200628,PRIDE,2 Play These Inclusive Games
20200628,NOW STREAMING,3 What to Watch This Week
20200628,APPLE ARCADE,4 Upgraded With Awesome Features
20200628,GAME OF THE DAY,5 Manor Matters
20200628,APP OF THE DAY,6 Fabulous
20200629,DEEP DIVE,"1 Get Free Books, Movies, and Music"
20200629,OUR FAVORITES,2 Apps for the Week Ahead
20200629,APPLE ARCADE,3 Top Apple Arcade Games
20200629,LET’S PLAY,4 Games From Memory Lane
20200629,GAME OF THE DAY,5 Isoland 3: Dust of the Universe
20200629,APP OF THE DAY,6 Explore the World of HBO Max
20200630,WWDC20,1 Meet the 2020 Apple Design Award Winners
20200630,NOW TRENDING,2 Top Games This Week
20200630,APPLE ARCADE,3 New Apple Arcade Games
20200630,GAME OF THE DAY,4 Castle Ramble
20200630,APP OF THE DAY,5 PlayKids
20200630,THE DAILY LIST,6 Where Gamers Find Community
