date,story_id,label,appId,appName,developers,category,price,releasetime,status,offline,rankname,ranking
2019/1/2,1446534703,游戏人生,1150091977,Tower Power - Kawaii Shooter,LemonChili Games,游戏,免费,2018/10/20,0,2020年07月21日05点已下架,总榜(付费),"[None, None, None, None, None, None, None, 1120, None, None, None, None, None, None, None]"
2019/1/2,1446534703,游戏人生,1298839048,超级星鱼,Protostar,游戏,免费,2018/7/26,0,2020年07月09日12点已下架,游戏(免费),"[473, 583, 770, 885, 976, 786, 923, 654, 419, 531, 565, 674, 825, 1006, 1160]"
2019/1/2,1446534703,游戏人生,564007552,彩翼：蝴蝶保护区,Runaway,游戏,免费,2013/2/13,0,2020年06月29日06点已下架,游戏(免费),"[None, None, None, None, None, None, None, 1033, 661, 762, 924, 1122, 1315, None, None]"
2019/1/2,1446534703,游戏人生,1425579722,动物温泉,SUNG AH JUNG,游戏,免费,2018/8/14,1,,总榜(免费),"[None, None, None, None, None, None, None, 808, 370, 389, 360, 423, 642, 904, 1087]"
2019/1/2,1446534703,游戏人生,1297832243,兔子！Jump！,中手游,游戏,免费,2017/12/28,1,,总榜(免费),"[764, 1224, None, None, None, None, None, None, 1220, None, None, None, None, None, None]"
2019/1/3,1446859825,重磅更新,1316322292,梦幻模拟战,Shanghai Zishun Information Technology Co.- Ltd.,游戏,免费,2018/8/1,1,,总榜(免费),"[None, None, None, None, 1189, 1158, 1478, 267, 202, 393, 608, 818, 1025, 1133, 983]"
2019/1/3,1445815447,小众精选,1341665328,流言侦探番外篇-曼谷暴雨,Wooden Wolf Technology Co.- Ltd.,游戏,免费,2018/2/6,0,2020年04月15日16点已下架,总榜(免费),"[None, None, None, None, None, None, None, None, 1334, None, None, None, None, None, None]"
2019/1/3,1445815447,小众精选,1096287686,Lifeline: Crisis Line (生命线：危机一线),Big Fish Premium- LLC,游戏,12,2016/8/21,0,2019年05月02日06点已下架,总榜(付费),"[None, None, None, None, None, None, None, 655, 598, 537, 526, 577, 570, 676, 829]"
2019/1/3,1447460687,学点新东西,1019622677,"Lrn - Learn to code in HTML, CSS, Javascript, Ruby & Python",Lrn Labs- Inc.,教育,免费,2015/7/28,0,2019年08月04日18点已下架,教育(免费),"[None, None, None, None, None, None, None, 886, 683, 874, 1085, 1308, None, None, None]"
2019/1/3,1445815447,小众精选,1292099839,Donut County,Annapurna Interactive,游戏,30,2018/8/28,1,,总榜(付费),"[353, 408, 437, 214, 235, 283, 331, 303, 292, 266, 88, 76, 85, 109, 112]"
2019/1/3,1447460687,学点新东西,908519492,Swift Playgrounds,Apple,教育,免费,2016/9/13,1,,教育(免费),"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
2019/1/3,1447460687,学点新东西,722179140,慕课网-IT编程培训MOOC公开课平台,Beijing Mooc Technology Center ltd,教育,免费,2013/10/28,1,,总榜(畅销),"[764, 752, 865, 941, 999, 968, 849, 694, 703, 701, 841, 879, 781, 884, 859]"
2019/1/3,1419433047,对话开发者,1319618742,Getting Over It,Bennett Foddy,游戏,30,2017/12/6,1,,总榜(付费),"[85, 46, 36, 23, 14, 19, 22, 22, 26, 45, 68, 95, 115, 122, 121]"
2019/1/3,1447460687,学点新东西,469863705,Khan Academy,Khan Academy,教育,免费,2012/3/11,1,,教育(免费),"[497, 522, 659, 733, 746, 800, 577, 380, 330, 417, 420, 479, 513, 504, 575]"
2019/1/3,1445815447,小众精选,1301868323,STEINS;GATE CN（簡体版）,MAGES. Inc.,游戏,158,2017/11/22,1,,总榜(付费),"[1022, 1097, 1435, None, None, 1455, None, 887, 671, 807, 718, 742, 748, 970, 1266]"
2019/1/3,1447460687,学点新东西,1133960732,Mimo Code & Program : 学习编码,Mimohello GmbH,教育,免费,2016/8/22,1,,教育(免费),"[None, None, None, None, None, None, 1335, 431, 298, 351, 446, 539, 748, 743, 962]"
2019/1/3,1445815447,小众精选,1258524226,恋与制作人-第二季,Paper Games,游戏,免费,2017/12/13,1,,总榜(畅销),"[97, 101, 89, 82, 81, 67, 73, 113, 151, 188, 199, 204, 94, 82, 95]"
2019/1/3,1445815447,小众精选,1267197755,Another Lost Phone,Plug In Digital,游戏,12,2017/9/20,1,,总榜(付费),"[None, None, None, None, None, None, None, 351, 269, 280, 295, 382, 507, 590, 679]"
2019/1/3,1447460687,学点新东西,1111105894,Py - Learn to Code,Py,教育,免费,2016/5/9,1,,教育(免费),"[None, None, None, None, None, None, None, 518, 385, 459, 567, 706, 915, 920, 1226]"
2019/1/3,1447460687,学点新东西,439571171,Codea,Two Lives Left,效率,98,2011/10/25,1,,教育(免费),"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]"
2019/1/3,1447460687,学点新东西,562413829,Udemy - 在线课程,Udemy,教育,免费,2012/9/26,1,,总榜(畅销),"[1460, 1349, 1425, None, None, 1333, 1386, 1476, 1340, 1261, 1258, 1292, 1338, 1274, 950]"
2019/1/3,1447460687,学点新东西,1198851756,Knowin: Learn Coding,Upskew Pty. Ltd.,教育,免费,2017/2/1,1,,教育(免费),"[None, None, None, None, None, None, None, 927, 688, 859, 1050, 1281, None, None, None]"
2019/1/3,1445815447,小众精选,1396336802,心灵战争,X.D. Network Inc.,游戏,免费,2018/8/1,0,2019年04月28日12点已下架,总榜(畅销),"[1063, 1098, 1212, 1352, None, None, None, None, None, 1190, 1239, 1367, 1419, None, 1449]"
2019/1/3,1445815447,小众精选,982527142,魔法禁书目录III-你的学园都市,网易移动游戏,游戏,免费,2017/8/23,1,,总榜(畅销),"[607, 468, 556, 592, 674, 558, 653, 692, 785, 852, 924, 998, 1143, 1070, 1091]"
2019/1/4,1441732342,游戏文化,1196123719,机械迷宫 (Mekorama),IndieSky Technology (Shenzhen) Co.- Limited,游戏,免费,2017/3/20,0,2020年04月01日05点已下架,总榜(免费),"[None, None, None, None, None, None, None, None, 936, 864, 1044, 1236, 1238, 1272, 1257]"
2019/1/4,1447934245,生活解决方案,805451002,Pendo笔记,Shenzhen Lychee Isle Co.- Ltd.,效率,免费,2014/1/30,1,,总榜(免费),"[None, None, None, 1281, 1124, 831, 883, 699, 619, 746, 866, 1006, 1007, 1128, 1207]"
2019/1/4,1441732342,游戏文化,1038091679,Minimal Maze,alper iskender,游戏,6,2016/5/5,1,,总榜(付费),"[None, None, None, None, None, None, None, None, 1216, None, None, None, None, None, None]"
2019/1/4,1447934245,生活解决方案,361309726,Pages 文稿,Apple,效率,免费,2010/4/1,1,,效率(免费),"[189, 187, 177, 165, 170, 189, 179, 161, 141, 157, 156, 150, 152, 166, 162]"
2019/1/4,1447934245,生活解决方案,289429962,Simplenote,Automattic,效率,免费,2008/9/8,1,,效率(免费),"[644, 640, 731, 676, 717, 628, 665, 427, 381, 386, 475, 537, 499, 548, 567]"
2019/1/4,1441732342,游戏文化,1002340615,PAC-MAN 256 - 无尽的迷宫,BANDAI NAMCO Entertainment Europe,游戏,免费,2015/8/19,1,,总榜(免费),"[None, None, None, None, None, None, None, None, 935, 1350, None, None, None, None, None]"
2019/1/4,1447934245,生活解决方案,1044867788,Day One 日记 + 笔记,Bloom Built Inc,生活,免费,2016/2/4,1,,总榜(畅销),"[1157, 1170, 1076, 1065, 1060, 1120, 1051, 891, 902, 1040, 978, 929, 986, 1043, 1079]"
2019/1/4,1441732342,游戏文化,1180940335,Fez - The Maze City,DAEMYEONG KONG,游戏,免费,2018/2/8,0,2019年04月13日18点已下架,游戏(免费),"[None, None, None, None, None, None, None, 1289, 896, 1205, None, None, None, None, None]"
2019/1/4,1441732342,游戏文化,1383006831,Fidel Dungeon Rescue,Daniel Benmergui,游戏,30,2018/10/18,1,,总榜(付费),"[None, None, None, None, None, None, None, None, 896, 1201, None, None, None, None, None]"
2019/1/4,1441732342,游戏文化,972657175,Severed,DrinkBox Studios,游戏,12,2016/7/28,1,,总榜(付费),"[1038, 1041, 846, 1000, 988, 1101, 1091, 836, 832, 978, 1013, 957, 1321, 834, 599]"
2019/1/4,1441732342,游戏文化,1087286731,Warp Shift,FISHLABS,游戏,30,2016/5/24,1,,总榜(付费),"[500, 652, 944, 885, 950, 1148, None, 572, 333, 369, 516, 653, 830, 883, 930]"
2019/1/4,1447934245,生活解决方案,1370289240,Agenda.,Momenta B.V.,效率,免费,2018/5/28,1,,效率(免费),"[448, 437, 444, 501, 450, 383, 403, 334, 302, 326, 369, 361, 370, 426, 460]"
2019/1/4,1441732342,游戏文化,951177560,回声探路 (Dark Echo),RAC7 Games,游戏,12,2015/2/2,1,,总榜(付费),"[442, 441, 402, 454, 449, 466, 455, 255, 176, 194, 207, 249, 275, 289, 288]"
2019/1/4,1447934245,生活解决方案,1016366447,熊掌记 - 优雅的 Markdown 写作必备笔记软件,Shiny Frog Ltd.,效率,免费,2016/11/2,1,,总榜(畅销),"[1451, 1464, None, None, None, None, None, None, None, None, None, None, None, 1461, 1479]"
2019/1/4,1441732342,游戏文化,1205612123,CUBIC MAZES,takuya ori,游戏,免费,2017/3/7,0,2020年07月06日17点已下架,游戏(免费),"[None, None, None, None, None, None, None, 1132, 635, 831, 1168, None, None, None, None]"
2019/1/4,1407698700,主打推荐,641900855,Tayasui Sketches,Tayasui.com,效率,免费,2013/5/31,1,,总榜(免费),"[None, None, None, None, None, None, None, 1144, 814, 1283, None, None, None, None, None]"
2019/1/4,1447934245,生活解决方案,1225571038,Ulysses,Ulysses GmbH & Co. KG,效率,免费,2017/7/6,1,,效率(免费),"[495, 511, 515, 482, 426, 427, 463, 374, 316, 352, 404, 445, 486, 467, 522]"
2019/1/4,1441732342,游戏文化,1088111993,Pavilion: Touch Edition,Visiontrick Media AB,游戏,25,2017/3/17,1,,总榜(付费),"[1194, 1109, 1431, None, None, None, 1320, 321, 219, 255, 350, 469, 452, 579, 514]"
2019/1/4,1441732342,游戏文化,1282127452,Glopy,Yenidunya Oyun Bilisim Limited Sirketi,游戏,18,2017/12/1,1,,总榜(付费),"[None, 1083, 1058, 1264, None, None, 1300, 627, 553, 563, 573, 647, 856, 874, 1039]"
2019/1/4,1447934245,生活解决方案,973801089,"Notebook - Take Notes, Sync",Zoho Corporation,效率,免费,2016/4/19,1,,效率(免费),"[397, 474, 504, 571, 451, 384, 424, 222, 159, 188, 248, 283, 302, 331, 354]"
2019/1/4,1446531739,游戏美学,1370821874,绘真·妙笔千山,网易移动游戏,游戏,免费,2018/12/31,1,,总榜(免费),"[None, None, None, None, 6, 15, 31, 4, 3, 5, 10, 16, 23, 47, 61]"
2019/1/5,1447865403,游戏文化,1434659353,纽扣兄弟：奇幻之旅,Beijing TIANMASHIKONG Network Technology Co.- Ltd,游戏,6,2018/11/6,1,,总榜(付费),"[971, 965, 216, 197, 260, 355, 392, 318, 305, 379, 408, 555, 595, 762, 934]"
2019/1/5,1447865403,游戏文化,1441554521,Reed 2,Crescent Moon Games,游戏,18,2018/12/12,1,,总榜(付费),"[None, None, None, 1125, 1221, None, None, None, None, None, None, None, None, None, None]"
2019/1/5,1275821060,今日游戏,915930373,Duel Otters,Exceed7 Experiments,游戏,免费,2014/9/18,1,,总榜(免费),"[None, None, None, None, None, None, None, 497, 306, 659, 1195, None, None, None, None]"
2019/1/5,1447865403,游戏文化,1382720526,黑暗荒野2,Four Fats,游戏,免费,2018/11/1,1,,总榜(免费),"[None, None, None, None, None, None, None, None, 1010, 1433, None, None, None, None, None]"
2019/1/5,1429501074,今日主题,1174741369,iMark · 我的标记 - 图像标注,iDaily Corp.,效率,免费,2016/11/24,1,,效率(免费),"[296, 293, 310, 338, 327, 334, 313, 101, 78, 104, 140, 175, 171, 188, 230]"
2019/1/5,1447865403,游戏文化,1409679286,培根逃亡 2,Illusion Labs,游戏,免费,2018/9/13,1,,总榜(免费),"[None, None, None, None, None, None, 1358, 511, 760, 1481, None, None, None, None, None]"
2019/1/5,1429501074,今日主题,936601959,Markup - 专业注释工具,Kdan Mobile Software LTD,效率,免费,2015/1/6,1,,效率(免费),"[1184, 1054, 1180, 1201, 1211, 1316, 1172, 253, 193, 256, 323, 395, 421, 419, 467]"
2019/1/5,1429501074,今日主题,669858907,Pinpoint: Screenshot Editor,Lickability,工具,免费,2013/7/17,1,,工具(免费),"[None, None, None, None, None, None, None, 1145, 844, 1043, 1444, None, None, None, None]"
2019/1/5,1429501074,今日主题,1099850421,Annotable — 终极图片标注工具,Ling Wang,摄影与录像,免费,2016/5/6,1,,摄影与录像(免费),"[484, 497, 500, 524, 491, 490, 422, 232, 204, 245, 249, 287, 327, 316, 349]"
2019/1/5,1447865403,游戏文化,1335884905,跳跃骑士,MOBIRIX,游戏,免费,2018/3/13,0,2019年04月17日16点已下架,游戏(免费),"[None, None, None, None, None, None, None, 831, 625, 808, 1099, 1294, 1496, None, None]"
2019/1/5,1447865403,游戏文化,1084860489,Chameleon Run,Noodlecake,游戏,12,2016/4/6,1,,总榜(付费),"[165, 186, 154, 186, 221, 239, 276, 231, 201, 194, 204, 209, 203, 264, 209]"
2019/1/5,1445375076,小众精选,1378212131,ZAPAN,OLIVESTONE Lab.,摄影与录像,6,2018/5/28,1,,总榜(付费),"[1167, 1197, 1426, None, 824, 1076, 1108, 35, 29, 40, 58, 74, 81, 95, 137]"
2019/1/5,1447865403,游戏文化,1374372468,Teslagrad,Playdigious,游戏,45,2018/11/7,1,,总榜(付费),"[906, 828, 354, 288, 361, 413, 547, 526, 553, 729, 827, 1046, 1174, None, 1029]"
2019/1/5,1447865403,游戏文化,1168013926,Dandara Trials of Fear Edition,Raw Fury,游戏,40,2018/1/23,1,,总榜(付费),"[None, None, None, None, None, None, None, None, None, 1422, 932, 924, 1217, 1322, None]"
2019/1/5,1447865403,游戏文化,1153486225,超级幻影猫2,Veewo Games,游戏,免费,2017/7/21,1,,游戏(免费),"[525, 510, 541, 586, 768, 759, 812, 501, 420, 495, 610, 674, 694, 699, 636]"
2019/1/5,1429501074,今日主题,1395700699,Pico · 图像标注,晨阳 何,工具,免费,2018/8/7,1,,总榜(付费),"[173, 183, 127, 136, 119, 139, 155, 84, 71, 81, 99, 118, 114, 125, 164]"
2019/1/5,1429501074,今日主题,941023990,Mapix,廷选 王,摄影与录像,免费,2015/2/9,1,,摄影与录像(免费),"[1258, 1096, 1463, None, 1082, 1138, 1072, 446, 364, 476, 550, 552, 642, 684, 740]"
2019/1/6,1446524726,游戏文化,1386620299,传送门骑士,Guangzhou Duoyi Network Technology Co.-Ltd.,游戏,¥30.00,2018/8/4,1,,总榜(付费),"[98, 112, 114, 127, 141, 136, 113, 70, 69, 86, 107, 99, 104, 106, 91]"
2019/1/6,1446535332,游戏美学,1167885749,小狐狸 - 律动跳跃,ZPLAY (HK) TECHNOLOGY CO.- LIMITED,游戏,免费,2016/12/22,0,2019年11月11日18点已下架,游戏(免费),"[None, None, None, None, None, None, None, 864, 617, 730, 863, 1007, 1079, 1300, None]"
2019/1/6,1448369277,小众精选,955099767,VOUN,black box team- LLC,摄影与录像,免费,2015/1/28,1,,摄影与录像(免费),"[203, 234, 244, 227, 196, 197, 159, 115, 110, 118, 122, 103, 85, 95, 98]"
2019/1/6,1448369277,小众精选,587823548,1 Second Everyday：视频日记,1SE,摄影与录像,免费,2013/1/9,1,,总榜(免费),"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, 1177]"
2019/1/6,1446535332,游戏美学,1438378068,夜游记 - 与光同行,AppicPlay,游戏,免费,2018/10/27,1,,总榜(免费),"[814, 767, 899, 1211, 1233, 1295, 1014, 844, 860, 1105, 1076, 1170, 1173, 1030, 973]"
2019/1/6,1448369277,小众精选,766214869,The Great Photo App,Baglan Dosmagambetov,摄影与录像,¥25.00,2013/12/16,1,,总榜(付费),"[782, 883, 1158, 745, 882, 812, 923, 490, 461, 470, 516, 494, 545, 711, 821]"
2019/1/6,1446535332,游戏美学,1247889896,我的绿洲:第二季,Buff Studio Co.Ltd.,游戏,免费,2017/8/11,1,,游戏(免费),"[1258, 1392, 1433, 1211, 1083, 1173, 1074, 412, 299, 350, 428, 508, 548, 642, 384]"
